ORDER_ID;SALES;ORDERDATE;STATUS;CUSTOMERNAME;PHONE;CONTACTLASTNAME;CONTACTFIRSTNAME;prev_orderdate;elapsed_days
10136;5275;07/04/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;07/04/2003;0
10136;8332;07/04/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;07/04/2003;0
10178;6491;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;3350;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;5387;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;2749;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;1988;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;1514;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;2170;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;3293;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;1930;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;3431;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10178;2302;11/08/2003;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;11/08/2003;0
10397;1463;03/28/2005;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;03/28/2005;0
10397;5193;03/28/2005;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;03/28/2005;0
10397;3790;03/28/2005;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;03/28/2005;0
10397;2116;03/28/2005;Shipped   ;Alpha Cognac                      ;61.77.6555                    ;Roulet     ;Annette   ;03/28/2005;0
10280;2800;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;5240;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;1557;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;3669;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;1574;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;4751;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;4455;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;5126;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;2954;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;3006;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;3474;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;3704;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;578;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;2137;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;1381;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10280;1657;08/17/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;0
10293;8412;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;08/17/2004;23
10293;4242;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;8253;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;2819;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;2418;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;4946;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;2942;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;2085;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10293;1922;09/09/2004;Shipped   ;Amica Models & Co.                ;011-4988555                   ;Accorti    ;Paolo     ;09/09/2004;0
10148;5849;09/11/2003;Shipped   ;Anna's Decorations, Ltd           ;02 9936 8555                  ;O'Hara     ;Anna      ;09/11/2003;0
10148;4232;09/11/2003;Shipped   ;Anna's Decorations, Ltd           ;02 9936 8555                  ;O'Hara     ;Anna      ;09/11/2003;0
10148;3528;09/11/2003;Shipped   ;Anna's Decorations, Ltd           ;02 9936 8555                  ;O'Hara     ;Anna      ;09/11/2003;0
